alpha_obs,wind_speed,kappa_max,kappa_mean,kappa_proximity,clip_ratio,lam_max,dt_initial,dt_final,div_L2,div_Linf,status,elapsed
50,1,38.17310599841578,3.7818822588517245,0.7634621199683156,0.0470542103715322,0.10500000000000001,0.0001,0.0001,0.89944592538552,20.42774195630254,stable,47.25900363922119
50,2,39.9908729507213,3.959731213541339,0.7998174590144259,0.0470542103715322,0.11000000000000001,0.0001,0.0001,0.8952966523649539,20.412230117527326,stable,48.701112031936646
50,3,41.8086399030268,4.137580168230949,0.836172798060536,0.0470542103715322,0.11499999999999999,0.0001,0.0001,0.8913959964087159,20.395222455217134,stable,48.45893740653992
50,4,43.62640685533231,4.315429122920557,0.8725281371066462,0.0470542103715322,0.12,0.0001,0.0001,0.8877222111635062,20.37646492032413,stable,46.660261392593384
50,5,45.44417380763783,4.493278077610164,0.9088834761527567,0.0470542103715322,0.125,0.0001,0.0001,0.8842597011369784,20.35710685121901,stable,46.25195288658142
50,6,47.26194075994334,4.671127032299767,0.9452388151988669,0.0470542103715322,0.13,0.0001,0.0001,0.8809942432705098,20.336804685973412,stable,45.624932050704956
50,7,49.07970771224886,4.848975986989366,0.9815941542449772,0.0470542103715322,0.135,0.0001,0.0001,0.8779123826263433,20.315686200189838,clipped,45.3603949546814
50,8,36.399999990535996,5.0072592227633415,0.7279999998107199,0.04744632879129497,0.13999999999999999,0.0001,0.0001,0.8353186391218109,19.857321407642768,stable,45.07131218910217
50,9,37.699999990197995,5.184395397548104,0.7539999998039599,0.04744632879129497,0.145,0.0001,0.0001,0.8321818183885635,19.83040470308518,stable,45.70696520805359
50,10,38.99999998986,5.361531572332867,0.7799999997972,0.04744632879129497,0.15000000000000002,0.0001,0.0001,0.8292423217289744,19.803478049604596,stable,45.5519061088562
60,0,43.42640685233432,4.124839964955578,0.8685281370466863,0.0470542103715322,0.1,0.0001,0.0001,0.9074131712516746,20.51928035706676,stable,39.88272166252136
60,1,45.597727194951034,4.32872925268487,0.9119545438990206,0.0470542103715322,0.10500000000000001,0.0001,0.0001,0.9029071423789446,20.50597609794938,stable,43.21537804603577
60,2,47.76904753756775,4.532618540414159,0.955380950751355,0.0470542103715322,0.11000000000000001,0.0001,0.0001,0.8986978018130506,20.48949277894052,clipped,43.75143027305603
60,3,49.94036788018445,4.736507828143442,0.9988073576036891,0.0470542103715322,0.11499999999999999,0.0001,0.0001,0.8947377603879658,20.471500368383754,clipped,44.7038037776947
60,4,37.199999988468,4.920355281455386,0.74399999976936,0.04744632879129497,0.12,0.0001,0.0001,0.852239745283013,20.02570508529296,stable,46.08605885505676
60,5,38.7499999879875,5.12339315448312,0.77499999975975,0.04744632879129497,0.125,0.0001,0.0001,0.8481330868832629,19.99865062816777,stable,44.72483253479004
60,6,40.299999987507,5.326431027510853,0.80599999975014,0.04744632879129497,0.13,0.0001,0.0001,0.8442863711148544,19.97130150816524,stable,45.69017744064331
60,7,41.8499999870265,5.529468900538582,0.83699999974053,0.04744632879129497,0.135,0.0001,0.0001,0.8406821016729141,19.943750093810948,stable,45.020118951797485
60,8,43.39999998654599,5.732506773566309,0.8679999997309199,0.04744632879129497,0.13999999999999999,0.0001,0.0001,0.8373042331676658,19.9160760464162,stable,44.561445236206055
60,9,44.9499999860655,5.935544646594034,0.89899999972131,0.04744632879129497,0.145,0.0001,0.0001,0.8341380242201225,19.888347980698686,stable,44.332581996917725
60,10,46.499999985585006,6.13858251962176,0.9299999997117001,0.04744632879129497,0.15000000000000002,0.0001,0.0001,0.8311699086722999,19.860624902826448,stable,44.192585468292236
